face_id,zone_id,jos3_name,area_m2,cx_m,cy_m,cz_m
8217,5,LShoulder,0.000249740014746,-0.317515495,0.380097921667,0.0531587846667
8218,5,LShoulder,0.000101068684292,-0.305073155,0.3789860875,0.05681144925
8219,5,LShoulder,0.0002195931124,-0.282670502,0.380564472,0.0556806808
8220,5,LShoulder,0.000105467469282,-0.2943365975,0.3810087625,0.05692132975
8221,3,Back,0.000103773694331,-0.2803767325,0.3937463075,0.05741234675
8222,3,Back,0.000212952747139,-0.268229266,0.38347154,0.0532160202
8223,3,Back,0.000103792755828,-0.269627645,0.3954380825,0.057319552
8224,3,Back,0.000215733942214,-0.1299417925,0.39394838,0.06750593825
8225,3,Back,0.000228810873012,-0.114501738,0.355629904,0.1028831868
8226,2,Chest,0.000240377763572,-0.117460522,0.39566425,0.1060981446
8227,3,Back,0.000225655303175,-0.11599927,0.38127874,0.10458728825
8228,3,Back,0.000221336842583,0.129388888,0.380765528,0.0662863434
8229,3,Back,0.000215733942214,0.1299417925,0.39394838,0.06750593825
8230,3,Back,0.000138031401637,0.124406985,0.36881181,0.08022203475
8231,3,Back,0.000111081740195,0.1200354,0.35719826,0.090662285
8232,3,Back,0.000150738002432,0.1235256225,0.35626856,0.0804019005
8233,3,Back,0.00013653088892,0.1250345,0.3812654225,0.0805537005
8234,3,Back,0.000160994658262,0.120998795,0.393950425,0.091798996
8235,3,Back,0.000140021807142,0.12536609,0.393867255,0.0810462115
8236,3,Back,0.000135040370495,0.12056596,0.38129446,0.0905319035
8237,3,Back,0.000212952747139,0.268229266,0.38347154,0.0532160202
8238,3,Back,0.000103792755828,0.269627645,0.3954380825,0.057319552
8239,8,RShoulder,0.000219101803662,0.282670502,0.380564472,0.0556806808
8240,8,RShoulder,0.000105467469282,0.2943365975,0.3810087625,0.05692132975
8241,3,Back,0.000103773694331,0.2803767325,0.3937463075,0.05741234675
8242,8,RShoulder,0.000114731449769,0.3427958475,0.36139998,0.06714309025
8243,8,RShoulder,0.00021083609086,0.34417227,0.35342038,0.077706328
8244,8,RShoulder,0.000100541314648,0.3297841525,0.37395297,0.05435804475
8245,8,RShoulder,0.000206536901456,0.331056776,0.352385306,0.0778964814
8246,8,RShoulder,0.000101068684292,0.305073155,0.3789860875,0.05681144925
8247,3,Back,0.000108063807861,-0.26815557,0.405534445,0.0578249655
8248,3,Back,7.14768880847e-05,-0.2574276925,0.4165798725,0.0572298555
8249,3,Back,0.000249612983751,-0.256875415,0.428282673333,0.0553997591667
8250,3,Back,0.000241031663708,-0.131679698333,0.444529021667,0.0805357221667
8251,3,Back,0.00021775602373,0.13002234,0.406135775,0.06760976425
8252,3,Back,0.000138783412787,0.12610263,0.418731625,0.0816292505
8253,3,Back,0.000159051039735,0.1223037025,0.4066780675,0.092792002
8254,3,Back,0.000137267876153,0.1256998275,0.40637797,0.08144322125
8255,3,Back,0.000145802357538,0.12386729,0.4190263675,0.09289621775
8256,3,Back,0.000138768405337,0.127527685,0.4308182775,0.08193707425
8257,3,Back,0.000145374872567,0.1274234425,0.4433600875,0.09390706275
8258,3,Back,0.000241031663708,0.131679698333,0.444529021667,0.0805357221667
8259,3,Back,0.000143799648793,0.12541926,0.4312139775,0.093326845
8260,1,Neck,0.000131275412766,-0.1818713825,0.494656585,0.062897412
8261,1,Neck,0.000271813649373,-0.16747925,0.481353878,0.0566760646
8262,1,Neck,0.000273263108962,-0.155659811667,0.482175661667,0.0676116911667
8263,1,Neck,0.000212336588589,-0.14075624,0.468445314,0.0776598264
8264,1,Neck,0.000240197185144,-0.1305767975,0.4689298225,0.0932233685
8265,1,Neck,0.000259902696263,-0.118613862,0.467090494,0.1066174192
8266,1,Neck,0.000249916224572,-0.14381535,0.48303605,0.0805093318
8267,1,Neck,0.000133553840122,-0.1171717175,0.4937701575,0.099670998
8268,1,Neck,0.000213595658784,0.14075624,0.468445314,0.0776598264
8269,1,Neck,0.000249973986759,0.14381535,0.48303605,0.0805093318
8270,1,Neck,0.000239981483643,0.13036349,0.455581624,0.091825512
8271,1,Neck,0.000240329261441,0.1305767975,0.4689298225,0.0932233685
8272,1,Neck,0.00023867831348,0.1299555125,0.4935782575,0.09215301775
8273,1,Neck,0.000133553840122,0.1171717175,0.4937701575,0.099670998
8274,1,Neck,0.000236670624173,0.13043461,0.48122601,0.09247587975
8275,1,Neck,0.000213679705453,0.11563949,0.482057018,0.1041406936
8276,1,Neck,0.000273543463941,0.155659811667,0.482175661667,0.0676116911667
8277,1,Neck,0.000271944768745,0.16747925,0.481353878,0.0566760646
8278,1,Neck,0.000263303361697,0.168465603333,0.49463877,0.0682252105
8279,1,Neck,0.000221350257065,0.153092732,0.493897664,0.0773678268
8280,1,Neck,0.000131275412766,0.1818713825,0.494656585,0.062897412
8281,1,Neck,0.00021935287794,0.23171053,0.465642501667,0.054405168
