time_min,original_TskMean,original_TskHead,original_TskChest,original_TskLFoot,original_TcrChest,embedded_TskMean,embedded_TskHead,embedded_TskChest,embedded_TskLFoot,embedded_TcrChest,coupled_zero_flux_TskMean,coupled_zero_flux_TskHead,coupled_zero_flux_TskChest,coupled_zero_flux_TskLFoot,coupled_zero_flux_TcrChest
88.0,32.206004821188806,32.29418588494903,32.836678003035914,30.73390261976272,36.5677940070097,32.206004821188806,32.29418588494903,32.836678003035914,30.73390261976272,36.5677940070097,32.206004821188806,32.29418588494903,32.836678003035914,30.73390261976272,36.5677940070097
89.0,32.19323966015483,32.295167229490495,32.83096245544485,30.676505065468657,36.566202534182594,32.19323966015483,32.295167229490495,32.83096245544485,30.676505065468657,36.566202534182594,32.19323966015483,32.295167229490495,32.83096245544485,30.676505065468657,36.566202534182594
90.0,32.180728992243324,32.29619337780312,32.82544067341494,30.62022212016867,36.56465726625264,32.180728992243324,32.29619337780312,32.82544067341494,30.62022212016867,36.56465726625264,32.180728992243324,32.29619337780312,32.82544067341494,30.62022212016867,36.56465726625264
91.0,32.637551900835376,32.9310115488407,33.1169822136967,30.898746501459993,36.56998787777833,32.637551900835376,32.9310115488407,33.1169822136967,30.898746501459993,36.56998787777833,32.637551900835376,32.9310115488407,33.1169822136967,30.898746501459993,36.56998787777833
92.0,33.00003202488206,33.34124749431835,33.385433914211056,31.095919202566815,36.574574176383074,33.00003202488206,33.34124749431835,33.385433914211056,31.095919202566815,36.574574176383074,33.00003202488206,33.34124749431835,33.385433914211056,31.095919202566815,36.574574176383074
93.0,33.299619517865175,33.64593603071695,33.63189460598057,31.255934717356485,36.578462024473936,33.299619517865175,33.64593603071695,33.63189460598057,31.255934717356485,36.578462024473936,33.299619517865175,33.64593603071695,33.63189460598057,31.255934717356485,36.578462024473936
94.0,33.551480926810314,33.89013802282182,33.857713187519266,31.42253601637085,36.58166743757912,33.551480926810314,33.89013802282182,33.857713187519266,31.42253601637085,36.58166743757912,33.551480926810314,33.89013802282182,33.857713187519266,31.42253601637085,36.58166743757912
95.0,33.76695308950884,34.094100747635416,34.06429308746927,31.60872170833473,36.58428626007576,33.76695308950884,34.094100747635416,34.06429308746927,31.60872170833473,36.58428626007576,33.76695308950884,34.094100747635416,34.06429308746927,31.60872170833473,36.58428626007576
96.0,33.95383857479675,34.268356130668614,34.25302994541308,31.816077517054502,36.58645378064163,33.95383857479675,34.268356130668614,34.25302994541308,31.816077517054502,36.58645378064163,33.95383857479675,34.268356130668614,34.25302994541308,31.816077517054502,36.58645378064163
97.0,34.11776064816311,34.41913013453608,34.42526691375728,32.04130951444264,36.58829871118095,34.11776064816311,34.41913013453608,34.42526691375728,32.04130951444264,36.58829871118095,34.11776064816311,34.41913013453608,34.42526691375728,32.04130951444264,36.58829871118095
98.0,34.26293681097495,34.55055701137664,34.5822743525808,32.279649679620874,36.58992947154645,34.26293681097495,34.55055701137664,34.5822743525808,32.279649679620874,36.58992947154645,34.26293681097495,34.55055701137664,34.5822743525808,32.279649679620874,36.58992947154645
99.0,34.39263136131343,34.66571817639116,34.72524709171635,32.5264044481723,36.59145118596743,34.39263136131343,34.66571817639116,34.72524709171635,32.5264044481723,36.59145118596743,34.39263136131343,34.66571817639116,34.72524709171635,32.5264044481723,36.59145118596743
100.0,34.50942600418123,34.767044838002505,34.85530704935959,32.777551357720725,36.59294115446664,34.50942600418123,34.767044838002505,34.85530704935959,32.777551357720725,36.59294115446664,34.50942600418123,34.767044838002505,34.85530704935959,32.777551357720725,36.59294115446664
101.0,34.615400899110455,34.856524340897145,34.973509255417326,33.02988025794197,36.59445609228408,34.615400899110455,34.856524340897145,34.973509255417326,33.02988025794197,36.59445609228408,34.615400899110455,34.856524340897145,34.973509255417326,33.02988025794197,36.59445609228408
102.0,34.712250961924745,34.93573724708084,35.08084389987108,33.28095127003082,36.59600505964812,34.712250961924745,34.93573724708084,35.08084389987108,33.28095127003082,36.59600505964812,34.712250961924745,34.93573724708084,35.08084389987108,33.28095127003082,36.59600505964812
103.0,34.80119511235158,35.00599911027417,35.17825529142634,33.528996064695974,36.59761004433057,34.80119511235158,35.00599911027417,35.17825529142634,33.528996064695974,36.59761004433057,34.80119511235158,35.00599911027417,35.17825529142634,33.528996064695974,36.59761004433057
