time_s,flow_m3_s,pressure_Pa
4.483562312462492372e-01,-1.645520615952722170e-05,2.697866905719609931e+05
4.491213442688537505e-01,-1.668395945544333688e-05,2.697859393251134316e+05
4.498864572914582638e-01,-1.692303646482723836e-05,2.697851791503424174e+05
4.506515703140627771e-01,-1.717259038625576349e-05,2.697844098002327955e+05
4.514166833366672904e-01,-1.743277441830573605e-05,2.697836310607361956e+05
4.521817963592718037e-01,-1.770374175955399001e-05,2.697828427511709160e+05
4.529469093818763170e-01,-1.798564560857735255e-05,2.697820447242223890e+05
4.537120224044808303e-01,-1.827863916395265083e-05,2.697812368659423664e+05
4.544771354270857877e-01,-1.858287562425689501e-05,2.697804190957498504e+05
4.552422484496903010e-01,-1.889850818806656667e-05,2.697795913664302789e+05
4.560073614722948143e-01,-1.922569005395866577e-05,2.697787536641361658e+05
4.567724744948993276e-01,-1.956457442051001951e-05,2.697779060083866934e+05
4.575375875175038409e-01,-1.991531448629745845e-05,2.697770484520678292e+05
4.583027005401083542e-01,-2.027806344989781316e-05,2.697761810814323835e+05
4.590678135627128675e-01,-2.065294830523038732e-05,2.697753051394648501e+05
4.598329265853173808e-01,-2.103935290300449736e-05,2.697744288164412719e+05
4.605980396079218941e-01,-2.143583038625706066e-05,2.697735545190231060e+05
4.613631526305264074e-01,-2.184089011233023538e-05,2.697726842829505913e+05
4.621282656531309208e-01,-2.225304143856617628e-05,2.697718173238346935e+05
4.628933786757354341e-01,-2.267079372230704833e-05,2.697709527468017186e+05
4.636584916983399474e-01,-2.309265632089499613e-05,2.697700898148863344e+05
4.644236047209444607e-01,-2.351713859167218801e-05,2.697692279490313958e+05
4.651887177435489740e-01,-2.394274989198077536e-05,2.697683667280879454e+05
4.659538307661534873e-01,-2.436799957916291974e-05,2.697675058888152707e+05
4.667189437887580006e-01,-2.479139701056077592e-05,2.697666453258809634e+05
4.674840568113625139e-01,-2.521145154351649869e-05,2.697657850918608019e+05
4.682491698339670272e-01,-2.562667253537224960e-05,2.697649253972386941e+05
4.690142828565715405e-01,-2.603556934347018681e-05,2.697640666104069678e+05
4.697793958791760538e-01,-2.643665132515246848e-05,2.697632092576660216e+05
4.705445089017805671e-01,-2.682842783776124602e-05,2.697623540232245577e+05
4.713096219243850804e-01,-2.720940823863868437e-05,2.697615017491995241e+05
4.720747349469895937e-01,-2.757810188512693151e-05,2.697606534356160555e+05
4.728398479695941070e-01,-2.793301813456815241e-05,2.697598102404075908e+05
4.736049609921986203e-01,-2.827266634430450522e-05,2.697589734794156975e+05
4.743700740148031336e-01,-2.859555587167814133e-05,2.697581446263902471e+05
4.751351870374076469e-01,-2.890019607403122569e-05,2.697573253129892983e+05
4.759003000600121602e-01,-2.918509630870590968e-05,2.697565173287792713e+05
4.766654130826166735e-01,-2.944876593304435148e-05,2.697557226212345413e+05
4.774305261052211868e-01,-2.968971430438870586e-05,2.697549432957380195e+05
4.781956391278257001e-01,-2.990645078008113438e-05,2.697541816155806882e+05
4.789607521504302134e-01,-3.009748471746379858e-05,2.697534400019617751e+05
4.797258651730347268e-01,-3.026132547387884987e-05,2.697527210339887533e+05
4.804909781956392401e-01,-3.039648240666844301e-05,2.697520274486773997e+05
4.812560912182437534e-01,-3.050146487317474296e-05,2.697513621409515617e+05
4.820212042408482667e-01,-3.057478223073990109e-05,2.697507281636433909e+05
4.827863172634527800e-01,-3.061494383670608575e-05,2.697501244017505669e+05
4.835514302860572933e-01,-3.062045904841543815e-05,2.697495378179899999e+05
4.843165433086618066e-01,-3.058990113896030124e-05,2.697489679900379269e+05
4.850816563312663199e-01,-3.052326003271982926e-05,2.697484039666542667e+05
4.858467693538708332e-01,-3.042191325298825309e-05,2.697478465186007088e+05
4.866118823764753465e-01,-3.028729642755352710e-05,2.697472984275972703e+05
4.873769953990798598e-01,-3.012084518420363275e-05,2.697467621712757391e+05
4.881421084216843731e-01,-2.992399515072653797e-05,2.697462399231789750e+05
4.889072214442888864e-01,-2.969818195491021067e-05,2.697457335527612595e+05
4.896723344668933997e-01,-2.944484122454261202e-05,2.697452446253882954e+05
4.904374474894979130e-01,-2.916540858741172008e-05,2.697447744023372652e+05
4.912025605121024263e-01,-2.886131967130550278e-05,2.697443238407963654e+05
4.919676735347069396e-01,-2.853401010401192804e-05,2.697438935938655050e+05
4.927327865573114529e-01,-2.818491551331896378e-05,2.697434840105557814e+05
4.934978995799159662e-01,-2.781547152701458131e-05,2.697430951357897138e+05
4.942630126025204795e-01,-2.742711377288674856e-05,2.697427267104011262e+05
4.950281256251249928e-01,-2.702127787872343344e-05,2.697423781711352058e+05
4.957932386477295061e-01,-2.659939947231260387e-05,2.697420486506485613e+05
4.965583516703340194e-01,-2.616291418144223456e-05,2.697417369775091647e+05
4.973234646929385327e-01,-2.571325763390028664e-05,2.697414416761962930e+05
4.980885777155430461e-01,-2.525186545747473482e-05,2.697411609671005863e+05
4.988536907381480034e-01,-2.478017327995327257e-05,2.697408927665241645e+05
4.996188037607525168e-01,-2.429961672912441670e-05,2.697406346866803360e+05
5.003839167833570301e-01,-2.381163143277585729e-05,2.697403840356938308e+05
5.011490298059615434e-01,-2.331765301869557244e-05,2.697401378176008584e+05
5.019141428285660567e-01,-2.281911711467153007e-05,2.697398927323488169e+05
5.026792558511705700e-01,-2.231745934849169809e-05,2.697396451757966424e+05
5.034443688737750833e-01,-2.181411534794404442e-05,2.697393912397144013e+05
5.042094818963795966e-01,-2.131052074081653700e-05,2.697391267117838142e+05
5.049745949189841099e-01,-2.080811115489714712e-05,2.697388499012081884e+05
5.057397079415886232e-01,-2.030832221797384271e-05,2.697385693706439342e+05
5.065048209641931365e-01,-1.981258955783459847e-05,2.697382866013343446e+05
5.072699339867976498e-01,-1.932234880226737215e-05,2.697380019782537711e+05
5.080350470094021631e-01,-1.883903557906014184e-05,2.697377157539072796e+05
5.088001600320066764e-01,-1.836408551600087207e-05,2.697374280483305920e+05
5.095652730546111897e-01,-1.789893424087754092e-05,2.697371388490900863e+05
5.103303860772157030e-01,-1.744501738147810277e-05,2.697368480112827383e+05
5.110954990998202163e-01,-1.700377056559053570e-05,2.697365552575362963e+05
5.118606121224247296e-01,-1.657658957148826050e-05,2.697362613912010565e+05
5.126257251450292429e-01,-1.616436656635239602e-05,2.697359701370639377e+05
5.133908381676337562e-01,-1.576764855512445082e-05,2.697356811912025441e+05
5.141559511902382695e-01,-1.538697580770756752e-05,2.697353937463672482e+05
5.149210642128427828e-01,-1.502288859400487013e-05,2.697351068628389621e+05
5.156861772354472961e-01,-1.467592718391948771e-05,2.697348194684294285e+05
5.164512902580518094e-01,-1.434663184735455783e-05,2.697345303584808717e+05
5.172164032806563227e-01,-1.403554285421320618e-05,2.697342381958662299e+05
5.179815163032608361e-01,-1.374320047439856522e-05,2.697339415109890397e+05
5.187466293258653494e-01,-1.347014497781376742e-05,2.697336387017837260e+05
5.195117423484698627e-01,-1.321691663436194525e-05,2.697333280337151373e+05
5.202768553710743760e-01,-1.298405571394622610e-05,2.697330076397788362e+05
5.210419683936788893e-01,-1.277210248646974244e-05,2.697326755205010413e+05
5.218070814162834026e-01,-1.258159722183562843e-05,2.697323295439387439e+05
5.225721944388879159e-01,-1.241308018994700976e-05,2.697319674456793582e+05
5.233373074614924292e-01,-1.226709166070702059e-05,2.697315868288411875e+05
5.241024204840969425e-01,-1.214417190401879509e-05,2.697311851640730747e+05
5.248675335067014558e-01,-1.204486118978546064e-05,2.697307597895545769e+05
5.256326465293059691e-01,-1.196969978791014803e-05,2.697303079109959072e+05
5.263977595519104824e-01,-1.191922796829599140e-05,2.697298290169165120e+05
5.271628725745149957e-01,-1.189398600084611815e-05,2.697293408174070064e+05
5.279279855971195090e-01,-1.189451415546366414e-05,2.697288442174597876e+05
5.286930986197240223e-01,-1.192135270205175844e-05,2.697283354131795932e+05
5.294582116423285356e-01,-1.197504191051353014e-05,2.697278108908836730e+05
5.302233246649330489e-01,-1.205612205075211339e-05,2.697272674271014985e+05
5.309884376875375622e-01,-1.216513339267063389e-05,2.697267020885748207e+05
5.317535507101420755e-01,-1.230261620617223090e-05,2.697261122322579031e+05
5.325186637327465888e-01,-1.246911076116003178e-05,2.697254955053171725e+05
5.332837767553511021e-01,-1.266515732753716562e-05,2.697248498451315099e+05
5.340488897779556154e-01,-1.289129617520676490e-05,2.697241734792920179e+05
5.348140028005601287e-01,-1.314806757407196716e-05,2.697234649256022531e+05
5.355791158231646421e-01,-1.343601179403589132e-05,2.697227229920779937e+05
5.363442288457691554e-01,-1.375566910500167831e-05,2.697219467769474722e+05
5.371093418683736687e-01,-1.410757977687245553e-05,2.697211356686511426e+05
5.378744548909781820e-01,-1.449228407955135544e-05,2.697202893458418548e+05
5.386395679135826953e-01,-1.491032228294150881e-05,2.697194077773847966e+05
5.394046809361872086e-01,-1.536204428007424260e-05,2.697184963513086550e+05
5.401697939587917219e-01,-1.584601367959996419e-05,2.697175691409581341e+05
5.409349069813962352e-01,-1.635981649864057710e-05,2.697166277040049899e+05
5.417000200040007485e-01,-1.690102877933989648e-05,2.697156731701639364e+05
5.424651330266052618e-01,-1.746722656384173744e-05,2.697147069593616761e+05
5.432302460492097751e-01,-1.805598589428991511e-05,2.697137307817374240e+05
5.439953590718147325e-01,-1.866488281282859698e-05,2.697127466376427328e+05
5.447604720944192458e-01,-1.929149336160090024e-05,2.697117568176414352e+05
5.455255851170237591e-01,-1.993339358275097881e-05,2.697107639025097596e+05
5.462906981396282724e-01,-2.058815951842265122e-05,2.697097707632361562e+05
5.470558111622327857e-01,-2.125336721075974275e-05,2.697087805610214709e+05
5.478209241848372990e-01,-2.192659270190604822e-05,2.697077967472790042e+05
5.485860372074418123e-01,-2.260541203400539628e-05,2.697068230413795682e+05
5.493511502300463256e-01,-2.328740124920159531e-05,2.697058575313187321e+05
5.501162632526508389e-01,-2.397013638963846720e-05,2.697048961010456551e+05
5.508813762752553522e-01,-2.465119349745982031e-05,2.697039378139569308e+05
5.516464892978598655e-01,-2.532814861480947314e-05,2.697029819786867010e+05
5.524116023204643788e-01,-2.599857778383124422e-05,2.697020281491072965e+05
5.531767153430688921e-01,-2.666005704666893851e-05,2.697010761243284214e+05
5.539418283656734054e-01,-2.731016244546638131e-05,2.697001259486977942e+05
5.547069413882779187e-01,-2.794647002236737757e-05,2.696991779118007980e+05
5.554720544108824321e-01,-2.856655581951575258e-05,2.696982325484606554e+05
5.562371674334869454e-01,-2.916799587905531132e-05,2.696972906387383700e+05
5.570022804560914587e-01,-2.974836624312987229e-05,2.696963532079326105e+05
5.577673934786959720e-01,-3.030524295388326418e-05,2.696954215265800594e+05
5.585325065013004853e-01,-3.083620205345927840e-05,2.696944971104548895e+05
5.592976195239049986e-01,-3.133881958400174363e-05,2.696935817205692292e+05
5.600627325465095119e-01,-3.181067158765447499e-05,2.696926773631729884e+05
5.608278455691140252e-01,-3.224933410656128085e-05,2.696917862897537998e+05
5.615929585917185385e-01,-3.265238318286598309e-05,2.696909109970370773e+05
5.623580716143230518e-01,-3.301739485871239008e-05,2.696900542269859579e+05
5.631231846369275651e-01,-3.334194517624433049e-05,2.696892189668015926e+05
5.638882976595320784e-01,-3.362361017760560591e-05,2.696884084489225643e+05
5.646534106821365917e-01,-3.386033026482542738e-05,2.696876169732115814e+05
5.654185237047411050e-01,-3.405293438091532444e-05,2.696868278840511339e+05
5.661836367273456183e-01,-3.420362686933034767e-05,2.696860444050552906e+05
5.669487497499501316e-01,-3.431462049236021461e-05,2.696852707496139337e+05
5.677138627725546449e-01,-3.438812801229466990e-05,2.696845113763547270e+05
5.684789757951591582e-01,-3.442636219142343788e-05,2.696837709891429986e+05
5.692440888177636715e-01,-3.443153579203624284e-05,2.696830545370821492e+05
5.700092018403681848e-01,-3.440586157642282943e-05,2.696823668612377951e+05
5.707743148629726981e-01,-3.435155230687291520e-05,2.696816894226697041e+05
5.715394278855772114e-01,-3.427082074567623123e-05,2.696810113638971234e+05
5.723045409081817247e-01,-3.416587965512252217e-05,2.696803353619614500e+05
5.730696539307862380e-01,-3.403894179750149878e-05,2.696796637507018750e+05
5.738347669533907514e-01,-3.389221993510291249e-05,2.696789985207550926e+05
5.745998799759952647e-01,-3.372792683021648083e-05,2.696783413195558242e+05
5.753649929985997780e-01,-3.354827524513193489e-05,2.696776934513364104e+05
5.761301060212042913e-01,-3.335547794213900578e-05,2.696770558771268697e+05
5.768952190438088046e-01,-3.315174768352743134e-05,2.696764292147550732e+05
5.776603320664133179e-01,-3.293929723158692914e-05,2.696758137388465693e+05
5.784254450890178312e-01,-3.272033934860724380e-05,2.696752093808245263e+05
5.791905581116223445e-01,-3.249708679687809965e-05,2.696746157289100229e+05
5.799556711342268578e-01,-3.227175233868922099e-05,2.696740320281218155e+05
5.807207841568313711e-01,-3.204654873633035249e-05,2.696734571802763967e+05
5.814858971794358844e-01,-3.182368875209121167e-05,2.696728897439878201e+05
5.822510102020403977e-01,-3.160538514826152963e-05,2.696723279346682830e+05
5.830161232246449110e-01,-3.139385068713104423e-05,2.696717696245273110e+05
5.837812362472494243e-01,-3.119129813098948657e-05,2.696712123425722821e+05
5.845463492698539376e-01,-3.099994024212658774e-05,2.696706532746084849e+05
5.853114622924584509e-01,-3.082198978283206528e-05,2.696700892632387113e+05
5.860765753150629642e-01,-3.065965951539567061e-05,2.696695168078636052e+05
5.868416883376674775e-01,-3.051516220210711449e-05,2.696689320646814886e+05
5.876068013602719908e-01,-3.039071060525614157e-05,2.696683308466885355e+05
5.883719143828769482e-01,-3.028851748713241518e-05,2.696677086236784817e+05
5.891370274054814615e-01,-3.021079561002579516e-05,2.696670605222429149e+05
5.899021404280859748e-01,-3.015975773622595161e-05,2.696663813257711008e+05
5.906672534506904881e-01,-3.013761662802261223e-05,2.696656655482910573e+05
5.914323664732950014e-01,-3.014658504770549797e-05,2.696649213306397432e+05
5.921974794958995147e-01,-3.018837214035518954e-05,2.696641672950993525e+05
5.929625925185040280e-01,-3.026174723966144404e-05,2.696634197244708193e+05
5.937277055411085414e-01,-3.036441598054222742e-05,2.696626773591712117e+05
5.944928185637130547e-01,-3.049408253469134103e-05,2.696619388893722789e+05
5.952579315863175680e-01,-3.064845107380257262e-05,2.696612031847225735e+05
5.960230446089220813e-01,-3.082522576956970997e-05,2.696604692943474511e+05
5.967881576315265946e-01,-3.102211079368655104e-05,2.696597364468490123e+05
5.975532706541311079e-01,-3.123681031784689035e-05,2.696590040503061027e+05
5.983183836767356212e-01,-3.146702851374451570e-05,2.696582716922744294e+05
5.990834966993401345e-01,-3.171046955307322163e-05,2.696575391397864441e+05
5.998486097219446478e-01,-3.196483760752678914e-05,2.696568063393514603e+05
6.006137227445491611e-01,-3.222783684879902634e-05,2.696560734169553616e+05
6.013788357671536744e-01,-3.249717144858372099e-05,2.696553406780610676e+05
6.021439487897581877e-01,-3.277054557857465411e-05,2.696546086076082429e+05
6.029090618123627010e-01,-3.304566341046562701e-05,2.696538778700131807e+05
6.036741748349672143e-01,-3.332022911595044102e-05,2.696531493091690354e+05
6.044392878575717276e-01,-3.359194686672287036e-05,2.696524239484458230e+05
6.052044008801762409e-01,-3.385852083447670960e-05,2.696517029906903044e+05
6.059695139027807542e-01,-3.411765519090575327e-05,2.696509878182259272e+05
6.067346269253852675e-01,-3.436705410770380271e-05,2.696502799928530585e+05
6.074997399479897808e-01,-3.460442175656464568e-05,2.696495812558488105e+05
6.082648529705942941e-01,-3.482746230918206320e-05,2.696488935279669822e+05
6.090299659931988074e-01,-3.503387993724987014e-05,2.696482189094384084e+05
6.097950790158033207e-01,-3.522137881246182039e-05,2.696475596799703781e+05
6.105601920384078340e-01,-3.538766310651174238e-05,2.696469182987470995e+05
6.113253050610123474e-01,-3.553043699109341712e-05,2.696462941566772060e+05
6.120904180836168607e-01,-3.564740463790063238e-05,2.696456834274447756e+05
6.128555311062213740e-01,-3.573627021862717593e-05,2.696450892347674817e+05
6.136206441288258873e-01,-3.579473790496684910e-05,2.696445147412096267e+05
6.143857571514304006e-01,-3.582051186861345322e-05,2.696439629080002778e+05
6.151508701740349139e-01,-3.581129628126075574e-05,2.696434364950331510e+05
6.159159831966394272e-01,-3.576479531460256475e-05,2.696429380608666688e+05
6.166810962192439405e-01,-3.567871314033266804e-05,2.696424699627240188e+05
6.174462092418484538e-01,-3.555075393014484660e-05,2.696420343564929208e+05
6.182113222644529671e-01,-3.537862185573292209e-05,2.696416331967259175e+05
6.189764352870574804e-01,-3.516002108879064841e-05,2.696412682366402587e+05
6.197415483096619937e-01,-3.489350369468863250e-05,2.696409236920574913e+05
6.205066613322665070e-01,-3.458145925621489863e-05,2.696405805705755483e+05
6.212717743548710203e-01,-3.422736250083411506e-05,2.696402399894976988e+05
6.220368873774755336e-01,-3.383468822296283978e-05,2.696399028967000777e+05
6.228020004000800469e-01,-3.340691121701758334e-05,2.696395700387231773e+05
6.235671134226845602e-01,-3.294750627741489693e-05,2.696392419607724296e+05
6.243322264452890735e-01,-3.245994819857131821e-05,2.696389190067179152e+05
6.250973394678935868e-01,-3.194771177490336451e-05,2.696386013190943631e+05
6.258624524904981001e-01,-3.141427180082759381e-05,2.696382888391012675e+05
6.266275655131026134e-01,-3.086310307076053699e-05,2.696379813066026545e+05
6.273926785357071267e-01,-3.029768037911871815e-05,2.696376782601274317e+05
6.281577915583116400e-01,-2.972147852031868510e-05,2.696373790368690388e+05
6.289229045809161533e-01,-2.913797228877695856e-05,2.696370827726858552e+05
6.296880176035206667e-01,-2.855063647891009312e-05,2.696367884021006175e+05
6.304531306261251800e-01,-2.796294588513461627e-05,2.696364946583010606e+05
6.312182436487296933e-01,-2.737837530186706229e-05,2.696362000731393928e+05
6.319833566713342066e-01,-2.680039952352397220e-05,2.696359029771326459e+05
6.327484696939387199e-01,-2.623249334452186672e-05,2.696356014994625002e+05
6.335135827165436773e-01,-2.567813155927698535e-05,2.696352935679752845e+05
6.342786957391481906e-01,-2.514078896220649933e-05,2.696349769091822091e+05
6.350438087617527039e-01,-2.462394034772662105e-05,2.696346490482588415e+05
6.358089217843572172e-01,-2.413106051025387799e-05,2.696343073090458056e+05
6.365740348069617305e-01,-2.366562424420481797e-05,2.696339488140482572e+05
6.373391478295662438e-01,-2.323110634399596849e-05,2.696335704844359425e+05
6.381042608521707571e-01,-2.283098160404386381e-05,2.696331690400434309e+05
6.388693738747752704e-01,-2.246872481876504836e-05,2.696327409993699985e+05
6.396344868973797837e-01,-2.214781078257604962e-05,2.696322826795795118e+05
6.403995999199842970e-01,-2.187171428989340865e-05,2.696317901965006604e+05
6.411647129425888103e-01,-2.164391013513365631e-05,2.696312594646266662e+05
6.419298259651933236e-01,-2.146787311271334043e-05,2.696306861971155740e+05
6.426949389877978369e-01,-2.134707801704898510e-05,2.696300715345760691e+05
6.434600520104023502e-01,-2.128499964255712459e-05,2.696294177585816360e+05
6.442251650330068635e-01,-2.128511278365430672e-05,2.696287206262319232e+05
6.449902780556113768e-01,-2.135089223475705560e-05,2.696279762745220796e+05
6.457553910782158901e-01,-2.148558815362371977e-05,2.696271889385351096e+05
6.465205041008204034e-01,-2.168868308897412095e-05,2.696263906417805119e+05
6.472856171234249167e-01,-2.195653628297574794e-05,2.696255830288595753e+05
6.480507301460294300e-01,-2.228541262416498694e-05,2.696247638205016847e+05
6.488158431686339433e-01,-2.267157700107821059e-05,2.696239311333695077e+05
6.495809561912384567e-01,-2.311129430225178816e-05,2.696230834800593439e+05
6.503460692138429700e-01,-2.360082941622210922e-05,2.696222197691008914e+05
6.511111822364474833e-01,-2.413644723152554304e-05,2.696213393049574806e+05
6.518762952590519966e-01,-2.471441263669845549e-05,2.696204417880257824e+05
6.526414082816565099e-01,-2.533099052027723954e-05,2.696195273146360996e+05
6.534065213042610232e-01,-2.598244577079825428e-05,2.696185963770520175e+05
6.541716343268655365e-01,-2.666504327679789269e-05,2.696176498634706950e+05
6.549367473494700498e-01,-2.737504792681252065e-05,2.696166890580228646e+05
6.557018603720745631e-01,-2.810872460937851417e-05,2.696157156407726579e+05
6.564669733946790764e-01,-2.886233821303225608e-05,2.696147316877176636e+05
6.572320864172835897e-01,-2.963215362631010886e-05,2.696137396710941684e+05
6.579971994398881030e-01,-3.041443573774846209e-05,2.696127419514587964e+05
6.587623124624926163e-01,-3.120544943588368842e-05,2.696117392811246682e+05
6.595274254850971296e-01,-3.200145960925215372e-05,2.696107322228242992e+05
6.602925385077016429e-01,-3.279873114639024419e-05,2.696097215963435592e+05
6.610576515303061562e-01,-3.359352893583433586e-05,2.696087084785215557e+05
6.618227645529106695e-01,-3.438211786612079798e-05,2.696076942032505176e+05
6.625878775755151828e-01,-3.516076282578601338e-05,2.696066803614760865e+05
6.633529905981196961e-01,-3.592572870336635808e-05,2.696056688011971419e+05
6.641181036207242094e-01,-3.667328038739820813e-05,2.696046616274658008e+05
6.648832166433287227e-01,-3.739968276641792599e-05,2.696036612023874768e+05
6.656483296659332360e-01,-3.810120072896190126e-05,2.696026701451207628e+05
6.664134426885377493e-01,-3.877409916356650997e-05,2.696016913318777224e+05
6.671785557111422627e-01,-3.941464295876812138e-05,2.696007278959234245e+05
6.679436687337467760e-01,-4.001909700310311152e-05,2.695997832275764085e+05
6.687087817563512893e-01,-4.058372618510786998e-05,2.695988609742084518e+05
6.694738947789558026e-01,-4.110479539331875925e-05,2.695979650402443367e+05
6.702390078015603159e-01,-4.157856951627215535e-05,2.695970995871625491e+05
6.710041208241648292e-01,-4.200156324946988508e-05,2.695962609961411217e+05
6.717692338467693425e-01,-4.237389434685055381e-05,2.695954219897440635e+05
6.725343468693738558e-01,-4.269838684085093425e-05,2.695945838838398340e+05
6.732994598919783691e-01,-4.297793059663145736e-05,2.695937415447334643e+05
6.740645729145828824e-01,-4.321541547935257448e-05,2.695928935168083990e+05
6.748296859371873957e-01,-4.341373135417474368e-05,2.695920424570441246e+05
6.755947989597919090e-01,-4.357576808625840951e-05,2.695911907027911511e+05
6.763599119823964223e-01,-4.370441554076403683e-05,2.695903402717708959e+05
6.771250250050009356e-01,-4.380256358285206341e-05,2.695894928620758001e+05
6.778901380276058930e-01,-4.387310207768298123e-05,2.695886498521692120e+05
6.786552510502104063e-01,-4.391892089041716027e-05,2.695878123008856783e+05
6.794203640728149196e-01,-4.394290988621508574e-05,2.695869809474306530e+05
6.801854770954194329e-01,-4.394795893023724283e-05,2.695861562113803229e+05
6.809505901180239462e-01,-4.393695788764406254e-05,2.695853381926821894e+05
6.817157031406284595e-01,-4.391279662359600294e-05,2.695845266716546612e+05
6.824808161632329728e-01,-4.387836500325349503e-05,2.695837211089869961e+05
6.832459291858374861e-01,-4.383655289177702401e-05,2.695829206457396504e+05
6.840110422084419994e-01,-4.379025015432700730e-05,2.695821241033439292e+05
6.847761552310465127e-01,-4.374234665606393011e-05,2.695813299836021615e+05
6.855412682536510260e-01,-4.369573226214822342e-05,2.695805364686875837e+05
6.863063812762555393e-01,-4.365329683774033176e-05,2.695797414211445721e+05
6.870714942988600527e-01,-4.361793024800072680e-05,2.695789423838884104e+05
6.878366073214645660e-01,-4.359252235808984627e-05,2.695781365802053479e+05
6.886017203440690793e-01,-4.357996303316815506e-05,2.695773209137527156e+05
6.893668333666735926e-01,-4.358314213839608415e-05,2.695764919685586938e+05
6.901319463892781059e-01,-4.360494953893411196e-05,2.695756460090226028e+05
6.908970594118826192e-01,-4.364827509994266948e-05,2.695747789799146121e+05
6.916621724344871325e-01,-4.371600868658221479e-05,2.695738865063760313e+05
6.924272854570916458e-01,-4.381104016401319922e-05,2.695729646049042349e+05
6.931923984796961591e-01,-4.393625939739607408e-05,2.695720171248468687e+05
6.939575115023006724e-01,-4.409455625189129745e-05,2.695710438575812732e+05
6.947226245249051857e-01,-4.428882059265930711e-05,2.695700427649768535e+05
6.954877375475096990e-01,-4.452194228486057470e-05,2.695690120427141665e+05
6.962528505701142123e-01,-4.479681119365552442e-05,2.695679501202843967e+05
6.970179635927187256e-01,-4.511630625935887629e-05,2.695668567530809669e+05
6.977830766153232389e-01,-4.548087170916478346e-05,2.695657681842405000e+05
6.985481896379277522e-01,-4.588546014856844421e-05,2.695647018930497579e+05
6.993133026605322655e-01,-4.632427182800238728e-05,2.695636572442434262e+05
7.000784156831367788e-01,-4.679150699789912110e-05,2.695626338363672839e+05
7.008435287057412921e-01,-4.728136590869115406e-05,2.695616315017777961e+05
7.016086417283458054e-01,-4.778804881081100136e-05,2.695606503066425212e+05
7.023737547509503187e-01,-4.830575595469117819e-05,2.695596905509395874e+05
7.031388677735548320e-01,-4.882868759076419972e-05,2.695587527684581582e+05
7.039039807961593453e-01,-4.935104396946258794e-05,2.695578377267984906e+05
7.046690938187638586e-01,-4.986702534121884446e-05,2.695569464273714111e+05
7.054342068413683720e-01,-5.037083195646548448e-05,2.695560801053987234e+05
7.061993198639728853e-01,-5.085666406563502996e-05,2.695552402299130918e+05
7.069644328865773986e-01,-5.131872191915998931e-05,2.695544285037582740e+05
7.077295459091819119e-01,-5.175120576747286417e-05,2.695536468635885394e+05
7.084946589317864252e-01,-5.214831586100619005e-05,2.695528974798693671e+05
7.092597719543909385e-01,-5.250425245019246860e-05,2.695521827568769222e+05
7.100248849769954518e-01,-5.281321578546421499e-05,2.695515053326983470e+05
7.107899979995999651e-01,-5.306940611725395119e-05,2.695508680792315281e+05
7.115551110222044784e-01,-5.326702369599417206e-05,2.695502741021855036e+05
7.123202240448089917e-01,-5.340026877211741311e-05,2.695497267410798813e+05
7.130853370674135050e-01,-5.346334159605616921e-05,2.695492295692453627e+05
7.138504500900180183e-01,-5.345044241824297587e-05,2.695487863938234514e+05
7.146155631126225316e-01,-5.335577148911030762e-05,2.695483965794697870e+05
7.153806761352270449e-01,-5.317352905909074063e-05,2.695480497926997487e+05
7.161457891578315582e-01,-5.289791537861672233e-05,2.695477577295225929e+05
7.169109021804360715e-01,-5.252313069812082212e-05,2.695475332586071454e+05
7.176760152030405848e-01,-5.204337526803550098e-05,2.695473881116822013e+05
7.184411282256450981e-01,-5.145284933879332829e-05,2.695473328835365828e+05
7.192062412482496114e-01,-5.074575316082677860e-05,2.695473770320189069e+05
7.199713542708541247e-01,-4.991628698456836708e-05,2.695475288780378178e+05
7.207364672934586380e-01,-4.895865106045062926e-05,2.695477956055617542e+05
7.215015803160631513e-01,-4.786704563890605999e-05,2.695481832616191823e+05
7.222666933386676646e-01,-4.663567097036718125e-05,2.695486967562985956e+05
7.230318063612726220e-01,-4.525872730526566795e-05,2.695493398627482820e+05
7.237969193838771353e-01,-4.373250202454100489e-05,2.695500629526600242e+05
7.245620324064816486e-01,-4.206958349454916618e-05,2.695507532709624502e+05
7.253271454290861620e-01,-4.029022357806190272e-05,2.695514071611946565e+05
7.260922584516906753e-01,-3.841471864010187590e-05,2.695520238487449242e+05
7.268573714742951886e-01,-3.646336504569176067e-05,2.695526014220610377e+05
7.276224844968997019e-01,-3.445645915985424555e-05,2.695531368326509255e+05
7.283875975195042152e-01,-3.241429734761198516e-05,2.695536258950824267e+05
7.291527105421087285e-01,-3.035717597398767138e-05,2.695540632869833498e+05
7.299178235647132418e-01,-2.830539140400397917e-05,2.695544425490414142e+05
7.306829365873177551e-01,-2.627924000268356993e-05,2.695547560850040754e+05
7.314480496099222684e-01,-2.429901813504913556e-05,2.695549951616790495e+05
7.322131626325267817e-01,-2.238502216612333744e-05,2.695551499089337303e+05
7.329782756551312950e-01,-2.055754846092886409e-05,2.695552093196955975e+05
7.337433886777358083e-01,-1.883689338448838030e-05,2.695551612499518669e+05
7.345085017003403216e-01,-1.724335330182455762e-05,2.695549924187498982e+05
7.352736147229448349e-01,-1.579722457796008795e-05,2.695546884137235465e+05
7.360387277455493482e-01,-1.451880357791762930e-05,2.695542637457712553e+05
