X,Y,Z,p,U_0,U_1,U_2
0.30299,0.247465,0.0592033,0.0,-6.988353e-39,5.0136856e-38,7.6096123e-38
0.320212,0.254628,0.0553238,0.0,-3.5938295e-38,1.707024e-39,2.2968268e-37
0.320781,0.252982,0.054892,0.0,-1.9761873e-38,2.035464e-39,1.213529e-37
0.318554,0.25297,0.0549043,0.0,-5.2829905e-38,4.184768e-39,2.697728e-37
0.282871,0.254819,0.0561358,0.0,1.758177e-36,5.7954157e-36,5.6777016e-36
0.283205,0.256212,0.0560088,0.0,3.50801e-36,1.17168e-35,1.14555e-35
0.284355,0.256822,0.0558938,0.0,8.555005e-36,2.6425127e-35,2.5681466e-35
0.284367,0.254944,0.0559134,0.0,4.127753e-36,1.0870807e-35,1.0867213e-35
0.28445,0.258457,0.0567677,0.0,1.9328113e-35,6.90314e-35,6.91556e-35
0.284722,0.258225,0.0580231,0.0,1.86797e-35,6.96447e-35,7.17352e-35
0.285899,0.258849,0.0579236,0.0,6.086927e-35,1.8802507e-34,1.9020714e-34
0.284838,0.259713,0.0567786,0.0,7.4605946e-35,2.2428754e-34,2.3167857e-34
0.286326,0.260709,0.0579434,0.0,1.1135956e-34,5.7946674e-34,6.474584e-34
0.285458,0.260821,0.056752,0.0,1.1802548e-34,5.650537e-34,6.166173e-34
0.291265,0.270581,0.0573213,0.0,5.8792806e-31,1.4664567e-30,1.7521866e-30
0.29114,0.26859,0.0570704,0.0,1.9362836e-31,5.3380877e-31,6.0810486e-31
0.29234,0.268637,0.0569285,0.0,2.171776e-31,5.656336e-31,6.339766e-31
0.292412,0.270364,0.0569132,0.0,6.224378e-31,1.4634461e-30,1.791682e-30
0.319733,0.266522,0.054953,0.0,-2.43899e-33,2.1410322e-33,1.4994967e-33
0.31971,0.264828,0.0549271,0.0,-8.3032935e-34,6.9740055e-34,5.8782354e-34
0.319662,0.264917,0.0547021,0.0,-8.469688e-34,7.111097e-34,5.9713938e-34
0.319867,0.266579,0.0547235,0.0,-2.4742e-33,2.1738075e-33,1.519561e-33
0.237569,0.193046,0.0539086,0.0,0.0,0.0,0.0
0.23913,0.192745,0.0538449,0.0,0.0,0.0,0.0
0.239143,0.193746,0.0545518,0.0,0.0,0.0,0.0
0.239072,0.195064,0.0549447,0.0,0.0,0.0,0.0
0.2375,0.194997,0.054869,0.0,0.0,0.0,0.0
0.237123,0.194463,0.0540881,0.0,0.0,0.0,0.0
0.249996,0.194393,0.0550591,0.0,0.0,0.0,0.0
0.249997,0.192975,0.0549677,0.0,0.0,0.0,0.0
0.251538,0.192984,0.0549592,0.0,0.0,0.0,0.0
0.251572,0.194405,0.0550598,0.0,0.0,0.0,0.0
0.225106,0.210483,0.0549384,0.0,0.0,0.0,0.0
0.225017,0.208534,0.0548707,0.0,0.0,0.0,0.0
0.226571,0.208514,0.0549077,0.0,0.0,0.0,0.0
0.226549,0.210437,0.0549262,0.0,0.0,0.0,0.0
0.262555,0.239476,0.0539908,0.0,0.0,0.0,0.0
0.263192,0.240501,0.054181,0.0,0.0,0.0,0.0
0.264204,0.240593,0.0541917,0.0,1e-45,0.0,1e-45
0.264203,0.24108,0.0547419,0.0,1e-45,1e-45,1e-45
0.314075,0.270501,0.0549068,0.0,-5.4284536e-31,5.6661165e-31,-2.560866e-31
0.314065,0.272432,0.0549065,0.0,-1.7777204e-30,1.706913e-30,-1.5708022e-30
0.312515,0.272447,0.0549089,0.0,-3.7730514e-30,4.3239666e-30,-3.9987655e-30
0.312519,0.27051,0.0549299,0.0,-1.0890608e-30,1.3518441e-30,-6.3290473e-31
0.248368,0.190935,0.0538549,0.0,0.0,0.0,0.0
0.250015,0.19124,0.0539703,0.0,0.0,0.0,0.0
0.249988,0.191797,0.0545797,0.0,0.0,0.0,0.0
0.248431,0.192983,0.0549708,0.0,0.0,0.0,0.0
