X,Y,Z,p,U_0,U_1,U_2
0.261198,0.262749,0.00596851,0.0,0.4,0.0,0.0
0.260524,0.26273,0.00523385,0.0,0.4,0.0,0.0
0.259767,0.263317,0.00496329,0.0,0.4,0.0,0.0
0.259482,0.249393,0.00656421,0.0,0.4,0.0,0.0
0.257907,0.251249,0.00655644,0.0,0.4,0.0,0.0
0.257389,0.250637,0.00648922,0.0,0.4,0.0,0.0
0.257915,0.255089,0.00731616,0.0,0.4,0.0,0.0
0.258404,0.253835,0.00727846,0.0,0.4,0.0,0.0
0.257904,0.259015,0.00906207,0.0,0.4,0.0,0.0
0.257318,0.260209,0.0094448,0.0,0.4,0.0,0.0
0.256547,0.258891,0.00843316,0.0,0.4,0.0,0.0
0.25746,0.258489,0.00861159,0.0,0.4,0.0,0.0
0.257841,0.256612,0.00763412,0.0,0.4,0.0,0.0
0.258824,0.256232,0.00810159,0.0,0.4,0.0,0.0
0.25986,0.255585,0.00849606,0.0,0.4,0.0,0.0
0.259335,0.256637,0.00858071,0.0,0.4,0.0,0.0
0.257874,0.257484,0.0083499,0.0,0.4,0.0,0.0
0.253737,0.266592,0.0074833,0.0,0.4,0.0,0.0
0.253753,0.264773,0.00743813,0.0,0.4,0.0,0.0
0.253744,0.264806,0.00822713,0.0,0.4,0.0,0.0
0.253755,0.266674,0.00823236,0.0,0.4,0.0,0.0
0.253806,0.262931,0.00742288,0.0,0.4,0.0,0.0
0.253727,0.263487,0.00807583,0.0,0.4,0.0,0.0
0.253763,0.266787,0.00896012,0.0,0.4,0.0,0.0
0.253733,0.265349,0.00901631,0.0,0.4,0.0,0.0
0.253867,0.269326,0.00696826,0.0,0.4,0.0,0.0
0.254171,0.269142,0.00651719,0.0,0.4,0.0,0.0
0.253707,0.267956,0.00668209,0.0,0.4,0.0,0.0
0.253753,0.266501,0.00672079,0.0,0.4,0.0,0.0
0.253735,0.268435,0.00749039,0.0,0.4,0.0,0.0
0.262923,0.263246,0.00730521,0.0,0.4,0.0,0.0
0.262482,0.26267,0.00671985,0.0,0.4,0.0,0.0
0.262284,0.264764,0.00660361,0.0,0.4,0.0,0.0
0.262904,0.264755,0.00726415,0.0,0.4,0.0,0.0
0.264103,0.268502,0.00757775,0.0,0.4,0.0,0.0
0.264622,0.269088,0.00778126,0.0,0.4,0.0,0.0
0.265645,0.268482,0.00810396,0.0,0.4,0.0,0.0
0.265831,0.266517,0.00809507,0.0,0.4,0.0,0.0
0.265132,0.266507,0.00755109,0.0,0.4,0.0,0.0
0.264049,0.266567,0.00760326,0.0,0.4,0.0,0.0
0.266158,0.269072,0.00859249,0.0,0.4,0.0,0.0
0.258864,0.275026,0.00687974,0.0,0.4,0.0,0.0
0.257816,0.274664,0.00729758,0.0,0.4,0.0,0.0
0.257825,0.27654,0.00813913,0.0,0.4,0.0,0.0
0.258879,0.276859,0.00770188,0.0,0.4,0.0,0.0
0.259442,0.276169,0.00747728,0.0,0.4,0.0,0.0
0.256461,0.274135,0.00755641,0.0,0.4,0.0,0.0
0.256027,0.274675,0.0081678,0.0,0.4,0.0,0.0
0.260885,0.275589,0.00662011,0.0,0.4,0.0,0.0
0.260955,0.276509,0.00712048,0.0,0.4,0.0,0.0
0.259321,0.278562,0.00883675,0.0,0.4,0.0,0.0
0.259392,0.277774,0.00807045,0.0,0.4,0.0,0.0
0.266148,0.278823,0.009062,0.0,0.4,0.0,0.0
0.26711,0.27817,0.00950119,0.0,0.4,0.0,0.0
0.267437,0.276256,0.00958611,0.0,0.4,0.0,0.0
0.266746,0.276227,0.00895703,0.0,0.4,0.0,0.0
0.265879,0.276239,0.008607,0.0,0.4,0.0,0.0
0.2655,0.28,0.00951512,0.0,0.4,0.0,0.0
0.265138,0.279525,0.00876343,0.0,0.4,0.0,0.0
0.263576,0.252889,0.00455521,0.0,0.4,0.0,0.0
0.26475,0.251196,0.00484779,0.0,0.4,0.0,0.0
0.26464,0.251247,0.00388751,0.0,0.4,0.0,0.0
0.263937,0.251335,0.00756011,0.0,0.4,0.0,0.0
0.265047,0.251287,0.00758075,0.0,0.4,0.0,0.0
0.265775,0.251166,0.00694847,0.0,0.4,0.0,0.0
0.265719,0.251067,0.00597882,0.0,0.4,0.0,0.0
0.265124,0.252873,0.00605408,0.0,0.4,0.0,0.0
0.265159,0.245947,0.00632513,0.0,0.4,0.0,0.0
0.264764,0.246367,0.00659349,0.0,0.4,0.0,0.0
0.265645,0.245628,0.00550603,0.0,0.4,0.0,0.0
0.26595,0.247317,0.0052487,0.0,0.4,0.0,0.0
0.265301,0.247292,0.00457974,0.0,0.4,0.0,0.0
0.265319,0.246043,0.00462161,0.0,0.4,0.0,0.0
0.264631,0.24727,0.0038684,0.0,0.4,0.0,0.0
0.263664,0.247296,0.00349637,0.0,0.4,0.0,0.0
0.263601,0.2455,0.00356168,0.0,0.4,0.0,0.0
0.263414,0.244292,0.00380474,0.0,0.4,0.0,0.0
0.263629,0.251062,0.0034744,0.0,0.4,0.0,0.0
0.263455,0.252317,0.00375921,0.0,0.4,0.0,0.0
0.264743,0.249203,0.00412512,0.0,0.4,0.0,0.0
0.264689,0.249703,0.00493059,0.0,0.4,0.0,0.0
0.265136,0.249117,0.00535594,0.0,0.4,0.0,0.0
0.263678,0.249199,0.00349362,0.0,0.4,0.0,0.0
0.263968,0.249953,0.00759544,0.0,0.4,0.0,0.0
0.264874,0.250068,0.00759546,0.0,0.4,0.0,0.0
0.261138,0.270468,0.00648523,0.0,0.4,0.0,0.0
0.261226,0.268571,0.00651372,0.0,0.4,0.0,0.0
0.262082,0.272449,0.00655367,0.0,0.4,0.0,0.0
0.262873,0.260837,0.00640393,0.0,0.4,0.0,0.0
0.261427,0.263246,0.00652864,0.0,0.4,0.0,0.0
0.263938,0.262684,0.00762488,0.0,0.4,0.0,0.0
0.264203,0.26078,0.00751228,0.0,0.4,0.0,0.0
0.262439,0.256522,0.00871945,0.0,0.4,0.0,0.0
0.264061,0.256952,0.00936828,0.0,0.4,0.0,0.0
0.2625,0.256977,0.00938895,0.0,0.4,0.0,0.0
0.257851,0.247374,0.0035155,0.0,0.4,0.0,0.0
0.256229,0.247328,0.00353118,0.0,0.4,0.0,0.0
0.260796,0.246571,0.00583091,0.0,0.4,0.0,0.0
0.262005,0.246557,0.00571397,0.0,0.4,0.0,0.0
0.26238,0.245536,0.00353667,0.0,0.4,0.0,0.0
0.260947,0.247285,0.00351357,0.0,0.4,0.0,0.0
0.262419,0.247297,0.00352377,0.0,0.4,0.0,0.0
0.256165,0.247245,0.00555725,0.0,0.4,0.0,0.0
0.254705,0.247799,0.00346203,0.0,0.4,0.0,0.0
0.25626,0.249217,0.00351446,0.0,0.4,0.0,0.0
0.256262,0.253062,0.0035234,0.0,0.4,0.0,0.0
0.2548,0.255011,0.00347465,0.0,0.4,0.0,0.0
0.256265,0.255007,0.00354349,0.0,0.4,0.0,0.0
0.256204,0.249145,0.00554961,0.0,0.4,0.0,0.0
0.254663,0.24777,0.00543395,0.0,0.4,0.0,0.0
0.260908,0.254987,0.00355056,0.0,0.4,0.0,0.0
0.262437,0.249206,0.00355215,0.0,0.4,0.0,0.0
0.257833,0.255005,0.00354421,0.0,0.4,0.0,0.0
0.256248,0.260833,0.00353465,0.0,0.4,0.0,0.0
