X,Y,Z,U_x,U_y,U_z,U_mag,p
0.250153,0.208489,0.0479491,0.0,0.0,0.0,0.09342735647701908,0.0
0.21239,0.224103,0.0479096,0.0,0.0,0.0,0.09342735647701908,0.0
0.224952,0.224073,0.0479743,0.0,0.0,0.0,0.09342735647701908,0.0
0.237573,0.224119,0.0479725,0.0,0.0,0.0,0.09342735647701908,0.0
0.250039,0.224389,0.0479284,0.0,0.0,0.0,0.09342735647701908,0.0
0.299539,0.285435,0.0475943,0.0,0.0,0.0,0.09342735647701908,0.0
0.287907,0.300685,0.0481436,0.0,0.0,0.0,0.09342735647701908,0.0
0.299975,0.301533,0.0480208,0.0,0.0,0.0,0.09342735647701908,0.0
0.299868,0.317433,0.0483944,0.0,0.0,0.0,0.09342735647701908,0.0
0.237569,0.193046,0.0539086,0.0,0.0,0.0,0.09342735647701908,0.0
0.250017,0.192895,0.0542028,0.0,0.0,0.0,0.09342735647701908,0.0
0.224593,0.208015,0.0541649,0.0,0.0,0.0,0.09342735647701908,0.0
0.237408,0.20847,0.0542146,0.0,0.0,0.0,0.09342735647701908,0.0
0.250024,0.208475,0.0540072,0.0,0.0,0.0,0.09342735647701908,0.0
0.262483,0.208475,0.0539466,0.0,0.0,0.0,0.09342735647701908,0.0
0.275047,0.20845,0.0538034,0.0,0.0,0.0,0.09342735647701908,0.0
0.286853,0.209436,0.0543013,0.0,0.0,0.0,0.09342735647701908,0.0
0.224974,0.224054,0.0539393,0.0,0.0,0.0,0.09342735647701908,0.0
0.237432,0.224074,0.0541505,0.0,0.0,0.0,0.09342735647701908,0.0
0.250014,0.224052,0.0539635,0.0,0.0,0.0,0.09342735647701908,0.0
0.262511,0.224016,0.053965,0.0,0.0,0.0,0.09342735647701908,0.0
0.275034,0.224014,0.053807,0.0,0.0,0.0,0.09342735647701908,0.0
0.287932,0.223983,0.0534655,0.0,0.0,0.0,0.09342735647701908,0.0
0.262555,0.239476,0.0539908,0.0,0.0,0.0,0.09342735647701908,0.0
0.275006,0.239276,0.0539179,0.0,0.0,0.0,0.09342735647701908,0.0
0.287502,0.23933,0.0539198,0.0,0.0,0.0,0.09342735647701908,0.0
0.299496,0.23958,0.0539864,0.0,0.0,0.0,0.09342735647701908,0.0
0.312476,0.255028,0.0539394,0.0,0.0,0.0,0.09342735647701908,0.0
0.299974,0.270457,0.0537426,0.0,0.0,0.0,0.09342735647701908,0.0
0.312511,0.270496,0.0541737,0.0,0.0,0.0,0.09342735647701908,0.0
0.300125,0.286617,0.0546699,0.0,0.0,0.0,0.09342735647701908,0.0
0.275008,0.22385,0.0599635,0.0,0.0,0.0,0.09342735647701908,0.0
0.287501,0.239493,0.0599641,0.0,0.0,0.0,0.09342735647701908,0.0
0.300002,0.239498,0.0599669,0.0,0.0,0.0,0.09342735647701908,0.0
0.255531,0.261989,0.00961638,0.0,0.0,0.0,0.09342735647701908,0.0
0.255768,0.278603,0.0150981,0.0,0.0,0.0,0.09342735647701908,0.0
0.268852,0.27827,0.0149055,0.0,0.0,0.0,0.09342735647701908,0.0
0.268694,0.278237,0.0210876,0.0,0.0,0.0,0.09342735647701908,0.0
0.281324,0.293889,0.0210859,0.0,0.0,0.0,0.09342735647701908,0.0
0.293838,0.293673,0.0269169,0.0,0.0,0.0,0.09342735647701908,0.0
0.293408,0.309447,0.0268186,0.0,0.0,0.0,0.09342735647701908,0.0
0.306207,0.309083,0.0329964,0.0,0.0,0.0,0.09342735647701908,0.0
0.306211,0.324844,0.03288,0.0,0.0,0.0,0.09342735647701908,0.0
0.256246,0.185828,0.0390398,0.0,0.0,0.0,0.09342735647701908,0.0
0.231768,0.201474,0.0389878,0.0,0.0,0.0,0.09342735647701908,0.0
0.243702,0.200716,0.0389462,0.0,0.0,0.0,0.09342735647701908,0.0
0.256253,0.20074,0.0391757,0.0,0.0,0.0,0.09342735647701908,0.0
0.268787,0.200734,0.0387034,0.0,0.0,0.0,0.09342735647701908,0.0
0.231229,0.216254,0.0387922,0.0,0.0,0.0,0.09342735647701908,0.0
0.24377,0.216266,0.0391714,0.0,0.0,0.0,0.09342735647701908,0.0
0.256238,0.216272,0.0391723,0.0,0.0,0.0,0.09342735647701908,0.0
0.268832,0.216282,0.038821,0.0,0.0,0.0,0.09342735647701908,0.0
0.243713,0.231856,0.0389863,0.0,0.0,0.0,0.09342735647701908,0.0
0.25625,0.231754,0.0390303,0.0,0.0,0.0,0.09342735647701908,0.0
0.268727,0.231682,0.0388287,0.0,0.0,0.0,0.09342735647701908,0.0
0.306122,0.309094,0.0388029,0.0,0.0,0.0,0.09342735647701908,0.0
0.306055,0.324902,0.0390654,0.0,0.0,0.0,0.09342735647701908,0.0
0.218283,0.184686,0.0444585,0.0,0.0,0.0,0.09342735647701908,0.0
0.231274,0.185018,0.0448573,0.0,0.0,0.0,0.09342735647701908,0.0
0.243881,0.184969,0.0450228,0.0,0.0,0.0,0.09342735647701908,0.0
0.206192,0.200728,0.0448253,0.0,0.0,0.0,0.09342735647701908,0.0
0.218718,0.200728,0.0448882,0.0,0.0,0.0,0.09342735647701908,0.0
0.231236,0.200718,0.0449472,0.0,0.0,0.0,0.09342735647701908,0.0
0.256691,0.200732,0.0453949,0.0,0.0,0.0,0.09342735647701908,0.0
0.206151,0.216301,0.0447617,0.0,0.0,0.0,0.09342735647701908,0.0
0.218705,0.216291,0.0448848,0.0,0.0,0.0,0.09342735647701908,0.0
0.243837,0.216308,0.045045,0.0,0.0,0.0,0.09342735647701908,0.0
0.255964,0.215945,0.0448359,0.0,0.0,0.0,0.09342735647701908,0.0
0.218117,0.232622,0.0443573,0.0,0.0,0.0,0.09342735647701908,0.0
0.231242,0.231833,0.0448612,0.0,0.0,0.0,0.09342735647701908,0.0
0.243826,0.232105,0.0452281,0.0,0.0,0.0,0.09342735647701908,0.0
0.307209,0.293976,0.0451291,0.0,0.0,0.0,0.09342735647701908,0.0
0.293448,0.309393,0.0448441,0.0,0.0,0.0,0.09342735647701908,0.0
0.306258,0.309263,0.045005,0.0,0.0,0.0,0.09342735647701908,0.0
0.206259,0.200742,0.0509045,0.0,0.0,0.0,0.09342735647701908,0.0
0.218722,0.200728,0.0510637,0.0,0.0,0.0,0.09342735647701908,0.0
0.231221,0.200709,0.0511524,0.0,0.0,0.0,0.09342735647701908,0.0
0.243778,0.200672,0.0510647,0.0,0.0,0.0,0.09342735647701908,0.0
0.256307,0.200698,0.0507509,0.0,0.0,0.0,0.09342735647701908,0.0
0.205783,0.216278,0.0515214,0.0,0.0,0.0,0.09342735647701908,0.0
0.218703,0.216252,0.0510764,0.0,0.0,0.0,0.09342735647701908,0.0
0.231236,0.216262,0.0511166,0.0,0.0,0.0,0.09342735647701908,0.0
0.256218,0.216178,0.0508443,0.0,0.0,0.0,0.09342735647701908,0.0
0.26823,0.21614,0.0509065,0.0,0.0,0.0,0.09342735647701908,0.0
0.218714,0.231757,0.0510837,0.0,0.0,0.0,0.09342735647701908,0.0
0.23122,0.231852,0.0511047,0.0,0.0,0.0,0.09342735647701908,0.0
0.243842,0.231869,0.0507941,0.0,0.0,0.0,0.09342735647701908,0.0
0.256225,0.231164,0.0509124,0.0,0.0,0.0,0.09342735647701908,0.0
0.306233,0.278042,0.0509511,0.0,0.0,0.0,0.09342735647701908,0.0
0.293685,0.293776,0.0511133,0.0,0.0,0.0,0.09342735647701908,0.0
0.306311,0.293781,0.0510914,0.0,0.0,0.0,0.09342735647701908,0.0
0.306196,0.309121,0.0509037,0.0,0.0,0.0,0.09342735647701908,0.0
0.243673,0.200615,0.0572296,0.0,0.0,0.0,0.09342735647701908,0.0
0.256324,0.20068,0.0573759,0.0,0.0,0.0,0.09342735647701908,0.0
0.243662,0.216349,0.0570673,0.0,0.0,0.0,0.09342735647701908,0.0
0.256864,0.216867,0.0576291,0.0,0.0,0.0,0.09342735647701908,0.0
0.268683,0.216185,0.0572264,0.0,0.0,0.0,0.09342735647701908,0.0
0.281285,0.216207,0.0570746,0.0,0.0,0.0,0.09342735647701908,0.0
0.293762,0.216299,0.0569257,0.0,0.0,0.0,0.09342735647701908,0.0
0.256376,0.231599,0.0569257,0.0,0.0,0.0,0.09342735647701908,0.0
0.268724,0.231764,0.0571752,0.0,0.0,0.0,0.09342735647701908,0.0
0.281249,0.231745,0.0568441,0.0,0.0,0.0,0.09342735647701908,0.0
0.293735,0.231721,0.056991,0.0,0.0,0.0,0.09342735647701908,0.0
0.306387,0.231694,0.0569209,0.0,0.0,0.0,0.09342735647701908,0.0
0.281212,0.247298,0.0569133,0.0,0.0,0.0,0.09342735647701908,0.0
0.29375,0.247247,0.0571087,0.0,0.0,0.0,0.09342735647701908,0.0
0.306255,0.247338,0.057153,0.0,0.0,0.0,0.09342735647701908,0.0
0.318981,0.247331,0.0571207,0.0,0.0,0.0,0.09342735647701908,0.0
0.293744,0.262732,0.0571883,0.0,0.0,0.0,0.09342735647701908,0.0
0.262154,0.246839,0.00622168,0.0,0.0,0.0,0.09342735647701908,0.0
0.256262,0.25502,0.00589408,0.0,0.0,0.0,0.09342735647701908,0.0
0.256272,0.270804,0.00564227,0.0,0.0,0.0,0.09342735647701908,0.0
0.262619,0.270521,0.00873113,0.0,0.0,0.0,0.09342735647701908,0.0
0.262512,0.262849,0.0121849,0.0,0.0,0.0,0.09342735647701908,0.0
0.256137,0.27043,0.0121401,0.0,0.0,0.0,0.09342735647701908,0.0
0.268972,0.270391,0.0118858,0.0,0.0,0.0,0.09342735647701908,0.0
0.262392,0.278463,0.011724,0.0,0.0,0.0,0.09342735647701908,0.0
0.262467,0.270329,0.0152286,0.0,0.0,0.0,0.09342735647701908,0.0
0.268642,0.285491,0.0117728,0.0,0.0,0.0,0.09342735647701908,0.0
0.262552,0.285919,0.0149881,0.0,0.0,0.0,0.09342735647701908,0.0
0.275212,0.286096,0.0146397,0.0,0.0,0.0,0.09342735647701908,0.0
0.268909,0.269774,0.0183413,0.0,0.0,0.0,0.09342735647701908,0.0
0.262354,0.278329,0.018277,0.0,0.0,0.0,0.09342735647701908,0.0
0.275201,0.278106,0.0179525,0.0,0.0,0.0,0.09342735647701908,0.0
0.268521,0.286424,0.0182222,0.0,0.0,0.0,0.09342735647701908,0.0
0.281008,0.286008,0.0176606,0.0,0.0,0.0,0.09342735647701908,0.0
0.274931,0.286121,0.0211349,0.0,0.0,0.0,0.09342735647701908,0.0
0.275233,0.278508,0.0239179,0.0,0.0,0.0,0.09342735647701908,0.0
0.281235,0.28597,0.0241328,0.0,0.0,0.0,0.09342735647701908,0.0
0.287493,0.293714,0.0239562,0.0,0.0,0.0,0.09342735647701908,0.0
0.28758,0.286981,0.0267374,0.0,0.0,0.0,0.09342735647701908,0.0
0.293806,0.301518,0.0238048,0.0,0.0,0.0,0.09342735647701908,0.0
0.287597,0.301281,0.0267355,0.0,0.0,0.0,0.09342735647701908,0.0
0.300288,0.301559,0.0267228,0.0,0.0,0.0,0.09342735647701908,0.0
0.300047,0.317332,0.0266961,0.0,0.0,0.0,0.09342735647701908,0.0
0.300031,0.309271,0.0299157,0.0,0.0,0.0,0.09342735647701908,0.0
0.306877,0.31654,0.0297726,0.0,0.0,0.0,0.09342735647701908,0.0
0.29973,0.317052,0.0331452,0.0,0.0,0.0,0.09342735647701908,0.0
0.312449,0.332503,0.0329029,0.0,0.0,0.0,0.09342735647701908,0.0
0.250006,0.192878,0.0388491,0.0,0.0,0.0,0.09342735647701908,0.0
0.262557,0.192921,0.0389442,0.0,0.0,0.0,0.09342735647701908,0.0
0.237151,0.208518,0.0386885,0.0,0.0,0.0,0.09342735647701908,0.0
0.250003,0.208494,0.0391821,0.0,0.0,0.0,0.09342735647701908,0.0
0.262526,0.208456,0.0387427,0.0,0.0,0.0,0.09342735647701908,0.0
0.237464,0.224022,0.0390674,0.0,0.0,0.0,0.09342735647701908,0.0
0.250011,0.224016,0.0389979,0.0,0.0,0.0,0.09342735647701908,0.0
0.262507,0.224021,0.0391632,0.0,0.0,0.0,0.09342735647701908,0.0
0.249532,0.240209,0.038609,0.0,0.0,0.0,0.09342735647701908,0.0
0.26246,0.239586,0.0396131,0.0,0.0,0.0,0.09342735647701908,0.0
0.31285,0.3092,0.0357825,0.0,0.0,0.0,0.09342735647701908,0.0
0.312466,0.30201,0.039019,0.0,0.0,0.0,0.09342735647701908,0.0
0.306057,0.316957,0.0359452,0.0,0.0,0.0,0.09342735647701908,0.0
0.299481,0.317017,0.0386587,0.0,0.0,0.0,0.09342735647701908,0.0
0.312831,0.32477,0.0361458,0.0,0.0,0.0,0.09342735647701908,0.0
0.31285,0.317008,0.0390752,0.0,0.0,0.0,0.09342735647701908,0.0
0.305738,0.332943,0.0360964,0.0,0.0,0.0,0.09342735647701908,0.0
0.311959,0.331888,0.0391985,0.0,0.0,0.0,0.09342735647701908,0.0
0.218823,0.193122,0.041828,0.0,0.0,0.0,0.09342735647701908,0.0
0.212977,0.201418,0.041921,0.0,0.0,0.0,0.09342735647701908,0.0
0.21243,0.192921,0.0447482,0.0,0.0,0.0,0.09342735647701908,0.0
0.231229,0.193017,0.0417759,0.0,0.0,0.0,0.09342735647701908,0.0
0.224975,0.200755,0.0418906,0.0,0.0,0.0,0.09342735647701908,0.0
0.224974,0.192952,0.0448897,0.0,0.0,0.0,0.09342735647701908,0.0
0.243738,0.192891,0.0418531,0.0,0.0,0.0,0.09342735647701908,0.0
0.237478,0.200737,0.0418722,0.0,0.0,0.0,0.09342735647701908,0.0
0.237533,0.192903,0.0449455,0.0,0.0,0.0,0.09342735647701908,0.0
0.256357,0.192899,0.0422042,0.0,0.0,0.0,0.09342735647701908,0.0
0.250043,0.200698,0.0421012,0.0,0.0,0.0,0.09342735647701908,0.0
0.250163,0.192867,0.0451919,0.0,0.0,0.0,0.09342735647701908,0.0
0.26251,0.200731,0.0420604,0.0,0.0,0.0,0.09342735647701908,0.0
0.218152,0.207692,0.0414065,0.0,0.0,0.0,0.09342735647701908,0.0
0.212456,0.21626,0.0418265,0.0,0.0,0.0,0.09342735647701908,0.0
0.21246,0.208498,0.0448739,0.0,0.0,0.0,0.09342735647701908,0.0
0.231244,0.208497,0.0418448,0.0,0.0,0.0,0.09342735647701908,0.0
0.225081,0.21627,0.0419284,0.0,0.0,0.0,0.09342735647701908,0.0
0.224974,0.208496,0.04492,0.0,0.0,0.0,0.09342735647701908,0.0
0.243758,0.208487,0.0420313,0.0,0.0,0.0,0.09342735647701908,0.0
0.237482,0.21626,0.0419176,0.0,0.0,0.0,0.09342735647701908,0.0
0.237508,0.208486,0.0449586,0.0,0.0,0.0,0.09342735647701908,0.0
0.256304,0.208487,0.0421739,0.0,0.0,0.0,0.09342735647701908,0.0
0.250054,0.216279,0.0421343,0.0,0.0,0.0,0.09342735647701908,0.0
0.250112,0.208491,0.0450737,0.0,0.0,0.0,0.09342735647701908,0.0
0.268755,0.208514,0.042132,0.0,0.0,0.0,0.09342735647701908,0.0
0.262537,0.216268,0.0422853,0.0,0.0,0.0,0.09342735647701908,0.0
0.218123,0.224641,0.0413096,0.0,0.0,0.0,0.09342735647701908,0.0
0.212373,0.224124,0.0447111,0.0,0.0,0.0,0.09342735647701908,0.0
0.231207,0.224052,0.0418257,0.0,0.0,0.0,0.09342735647701908,0.0
0.224915,0.231777,0.0418364,0.0,0.0,0.0,0.09342735647701908,0.0
0.224938,0.224096,0.0448474,0.0,0.0,0.0,0.09342735647701908,0.0
0.243787,0.224086,0.0420876,0.0,0.0,0.0,0.09342735647701908,0.0
0.237457,0.232072,0.0419359,0.0,0.0,0.0,0.09342735647701908,0.0
0.237553,0.224131,0.0449848,0.0,0.0,0.0,0.09342735647701908,0.0
0.25629,0.224103,0.0422303,0.0,0.0,0.0,0.09342735647701908,0.0
0.250055,0.231825,0.0422128,0.0,0.0,0.0,0.09342735647701908,0.0
0.250161,0.224118,0.0451611,0.0,0.0,0.0,0.09342735647701908,0.0
0.268778,0.224024,0.0421783,0.0,0.0,0.0,0.09342735647701908,0.0
0.262479,0.232183,0.0427107,0.0,0.0,0.0,0.09342735647701908,0.0
0.306247,0.301403,0.0418427,0.0,0.0,0.0,0.09342735647701908,0.0
0.29987,0.309215,0.0417489,0.0,0.0,0.0,0.09342735647701908,0.0
0.299932,0.301458,0.04478,0.0,0.0,0.0,0.09342735647701908,0.0
0.312143,0.309412,0.0419581,0.0,0.0,0.0,0.09342735647701908,0.0
0.306316,0.317062,0.0421174,0.0,0.0,0.0,0.09342735647701908,0.0
0.299776,0.317209,0.0452004,0.0,0.0,0.0,0.09342735647701908,0.0
0.212627,0.185173,0.0478657,0.0,0.0,0.0,0.09342735647701908,0.0
0.224982,0.185124,0.0481457,0.0,0.0,0.0,0.09342735647701908,0.0
0.237618,0.185106,0.0481928,0.0,0.0,0.0,0.09342735647701908,0.0
0.205926,0.192762,0.0483429,0.0,0.0,0.0,0.09342735647701908,0.0
0.200124,0.200775,0.0480963,0.0,0.0,0.0,0.09342735647701908,0.0
0.218699,0.192914,0.0480895,0.0,0.0,0.0,0.09342735647701908,0.0
0.212442,0.200714,0.0480521,0.0,0.0,0.0,0.09342735647701908,0.0
0.212538,0.193066,0.0508525,0.0,0.0,0.0,0.09342735647701908,0.0
0.231252,0.192869,0.0481252,0.0,0.0,0.0,0.09342735647701908,0.0
0.224971,0.200709,0.0480471,0.0,0.0,0.0,0.09342735647701908,0.0
0.224961,0.192955,0.0512499,0.0,0.0,0.0,0.09342735647701908,0.0
0.243866,0.19285,0.0481115,0.0,0.0,0.0,0.09342735647701908,0.0
0.23752,0.200679,0.0480638,0.0,0.0,0.0,0.09342735647701908,0.0
0.237506,0.192892,0.0511544,0.0,0.0,0.0,0.09342735647701908,0.0
0.25018,0.200649,0.0480166,0.0,0.0,0.0,0.09342735647701908,0.0
0.25009,0.192865,0.0508952,0.0,0.0,0.0,0.09342735647701908,0.0
0.206081,0.208498,0.0480373,0.0,0.0,0.0,0.09342735647701908,0.0
0.200224,0.21623,0.0478275,0.0,0.0,0.0,0.09342735647701908,0.0
0.218708,0.208495,0.0480156,0.0,0.0,0.0,0.09342735647701908,0.0
0.212423,0.216287,0.0480118,0.0,0.0,0.0,0.09342735647701908,0.0
0.212458,0.2085,0.0511461,0.0,0.0,0.0,0.09342735647701908,0.0
0.231236,0.208487,0.0480395,0.0,0.0,0.0,0.09342735647701908,0.0
0.224968,0.216275,0.0480045,0.0,0.0,0.0,0.09342735647701908,0.0
0.224975,0.208494,0.0510764,0.0,0.0,0.0,0.09342735647701908,0.0
0.243825,0.208485,0.0480105,0.0,0.0,0.0,0.09342735647701908,0.0
0.237526,0.216287,0.0480111,0.0,0.0,0.0,0.09342735647701908,0.0
0.237483,0.208481,0.0511064,0.0,0.0,0.0,0.09342735647701908,0.0
0.250187,0.21631,0.0478978,0.0,0.0,0.0,0.09342735647701908,0.0
0.250079,0.208478,0.0509145,0.0,0.0,0.0,0.09342735647701908,0.0
0.26241,0.208526,0.0509105,0.0,0.0,0.0,0.09342735647701908,0.0
0.20607,0.224092,0.0478703,0.0,0.0,0.0,0.09342735647701908,0.0
0.21867,0.224084,0.0479362,0.0,0.0,0.0,0.09342735647701908,0.0
0.212354,0.231954,0.0478468,0.0,0.0,0.0,0.09342735647701908,0.0
0.21249,0.223997,0.0509999,0.0,0.0,0.0,0.09342735647701908,0.0
0.231246,0.224067,0.0479956,0.0,0.0,0.0,0.09342735647701908,0.0
0.224933,0.231933,0.0479007,0.0,0.0,0.0,0.09342735647701908,0.0
0.224967,0.224032,0.0510887,0.0,0.0,0.0,0.09342735647701908,0.0
0.243932,0.224181,0.0478985,0.0,0.0,0.0,0.09342735647701908,0.0
0.237625,0.231923,0.0479175,0.0,0.0,0.0,0.09342735647701908,0.0
0.237511,0.224071,0.0510374,0.0,0.0,0.0,0.09342735647701908,0.0
0.25008,0.224068,0.0508169,0.0,0.0,0.0,0.09342735647701908,0.0
0.262503,0.223973,0.0508869,0.0,0.0,0.0,0.09342735647701908,0.0
0.237541,0.23901,0.0508645,0.0,0.0,0.0,0.09342735647701908,0.0
0.287987,0.294472,0.0479535,0.0,0.0,0.0,0.09342735647701908,0.0
0.306531,0.285577,0.0477667,0.0,0.0,0.0,0.09342735647701908,0.0
0.299978,0.293728,0.0478599,0.0,0.0,0.0,0.09342735647701908,0.0
0.299985,0.285983,0.0509606,0.0,0.0,0.0,0.09342735647701908,0.0
0.312732,0.285997,0.0505334,0.0,0.0,0.0,0.09342735647701908,0.0
0.293546,0.301592,0.0479396,0.0,0.0,0.0,0.09342735647701908,0.0
0.306371,0.301516,0.0479557,0.0,0.0,0.0,0.09342735647701908,0.0
0.299912,0.30937,0.0481812,0.0,0.0,0.0,0.09342735647701908,0.0
0.300003,0.301491,0.0510774,0.0,0.0,0.0,0.09342735647701908,0.0
0.30631,0.317077,0.0481685,0.0,0.0,0.0,0.09342735647701908,0.0
0.231279,0.193158,0.0539336,0.0,0.0,0.0,0.09342735647701908,0.0
0.225002,0.20077,0.0539136,0.0,0.0,0.0,0.09342735647701908,0.0
0.243676,0.192569,0.0541783,0.0,0.0,0.0,0.09342735647701908,0.0
0.237481,0.200733,0.0540968,0.0,0.0,0.0,0.09342735647701908,0.0
0.256429,0.192566,0.0542786,0.0,0.0,0.0,0.09342735647701908,0.0
0.250017,0.200677,0.054104,0.0,0.0,0.0,0.09342735647701908,0.0
0.262534,0.200679,0.0539827,0.0,0.0,0.0,0.09342735647701908,0.0
0.274971,0.201263,0.053934,0.0,0.0,0.0,0.09342735647701908,0.0
0.218901,0.208578,0.0539281,0.0,0.0,0.0,0.09342735647701908,0.0
0.231227,0.208489,0.054187,0.0,0.0,0.0,0.09342735647701908,0.0
0.224616,0.216344,0.0542734,0.0,0.0,0.0,0.09342735647701908,0.0
0.243706,0.208467,0.0540891,0.0,0.0,0.0,0.09342735647701908,0.0
0.237476,0.216245,0.0540596,0.0,0.0,0.0,0.09342735647701908,0.0
0.237513,0.208518,0.0571381,0.0,0.0,0.0,0.09342735647701908,0.0
0.256274,0.208473,0.0539701,0.0,0.0,0.0,0.09342735647701908,0.0
0.250026,0.216284,0.0539791,0.0,0.0,0.0,0.09342735647701908,0.0
0.250019,0.208479,0.0569544,0.0,0.0,0.0,0.09342735647701908,0.0
0.268775,0.208457,0.0539556,0.0,0.0,0.0,0.09342735647701908,0.0
0.262491,0.21625,0.0539336,0.0,0.0,0.0,0.09342735647701908,0.0
0.262475,0.208475,0.056942,0.0,0.0,0.0,0.09342735647701908,0.0
0.281282,0.208306,0.0538453,0.0,0.0,0.0,0.09342735647701908,0.0
0.275052,0.21622,0.0538228,0.0,0.0,0.0,0.09342735647701908,0.0
0.275001,0.208473,0.0571809,0.0,0.0,0.0,0.09342735647701908,0.0
0.287546,0.216172,0.0539028,0.0,0.0,0.0,0.09342735647701908,0.0
0.287381,0.209228,0.0569034,0.0,0.0,0.0,0.09342735647701908,0.0
0.231224,0.224035,0.0542585,0.0,0.0,0.0,0.09342735647701908,0.0
0.243746,0.224056,0.0539304,0.0,0.0,0.0,0.09342735647701908,0.0
0.237468,0.231805,0.0542104,0.0,0.0,0.0,0.09342735647701908,0.0
0.256267,0.224018,0.0539545,0.0,0.0,0.0,0.09342735647701908,0.0
0.249995,0.231816,0.0539544,0.0,0.0,0.0,0.09342735647701908,0.0
0.250096,0.224095,0.0569126,0.0,0.0,0.0,0.09342735647701908,0.0
0.268761,0.224015,0.053972,0.0,0.0,0.0,0.09342735647701908,0.0
0.262505,0.231772,0.0538957,0.0,0.0,0.0,0.09342735647701908,0.0
0.26248,0.224003,0.0572563,0.0,0.0,0.0,0.09342735647701908,0.0
0.281265,0.223997,0.053588,0.0,0.0,0.0,0.09342735647701908,0.0
0.275006,0.231742,0.05362,0.0,0.0,0.0,0.09342735647701908,0.0
0.274997,0.224026,0.0570101,0.0,0.0,0.0,0.09342735647701908,0.0
0.293741,0.224001,0.0539149,0.0,0.0,0.0,0.09342735647701908,0.0
0.287553,0.231793,0.0539016,0.0,0.0,0.0,0.09342735647701908,0.0
0.287486,0.224008,0.0569058,0.0,0.0,0.0,0.09342735647701908,0.0
0.300201,0.223807,0.0571687,0.0,0.0,0.0,0.09342735647701908,0.0
0.25626,0.238801,0.0540683,0.0,0.0,0.0,0.09342735647701908,0.0
0.268752,0.239354,0.0539331,0.0,0.0,0.0,0.09342735647701908,0.0
0.262526,0.238821,0.05702,0.0,0.0,0.0,0.09342735647701908,0.0
0.281254,0.239232,0.0539043,0.0,0.0,0.0,0.09342735647701908,0.0
0.274988,0.239505,0.0569764,0.0,0.0,0.0,0.09342735647701908,0.0
0.293743,0.239467,0.0539092,0.0,0.0,0.0,0.09342735647701908,0.0
0.287493,0.239455,0.0570156,0.0,0.0,0.0,0.09342735647701908,0.0
